,shutter,flip_mirror,calib_unit,temp_bench_air,temp_bench_board,temp_water_in,temp_water_out,laser,tungsten,adc1,adc2,nvme_pci-Composite,nvme_pci-Sensor_1,nvme_pci-Sensor_2,acpitz_acpi-temp1,coretemp_isa-Package_id_0,coretemp_isa-Core_0,coretemp_isa-Core_1,coretemp_isa-Core_2,coretemp_isa-Core_3,coretemp_isa-Core_4,coretemp_isa-Core_5,coretemp_isa-Core_6,coretemp_isa-Core_7,fli_status,time_utc,fli_temp_CCD
938,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,71.0,53.0,63.0,70.0,64.0,70.0,71.0,68.0,70.0,OK,2021-10-09 17:21:50.710,-30.000000
939,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,77.0,54.0,61.0,69.0,70.0,77.0,71.0,68.0,73.0,OK,2021-10-09 17:21:51.750,-30.000000
940,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,77.0,54.0,62.0,69.0,73.0,77.0,72.0,71.0,73.0,OK,2021-10-09 17:21:52.783,-30.000000
941,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,77.0,53.0,63.0,69.0,68.0,78.0,74.0,72.0,69.0,OK,2021-10-09 17:21:53.826,-30.000000
942,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,53.0,62.0,70.0,64.0,77.0,74.0,73.0,69.0,OK,2021-10-09 17:21:54.864,-30.000000
943,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,77.0,54.0,62.0,70.0,70.0,77.0,75.0,74.0,69.0,OK,2021-10-09 17:21:55.908,-30.000000
944,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,77.0,54.0,62.0,69.0,73.0,77.0,77.0,69.0,69.0,OK,2021-10-09 17:21:56.956,-30.000000
945,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,79.0,53.0,62.0,71.0,64.0,79.0,71.0,68.0,69.0,OK,2021-10-09 17:21:58.023,-30.000000
946,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,78.0,54.0,61.0,70.0,68.0,78.0,71.0,69.0,70.0,OK,2021-10-09 17:21:59.079,-30.000000
947,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,73.0,53.0,62.0,70.0,69.0,73.0,69.0,72.0,71.0,OK,2021-10-09 17:22:00.179,-30.000000
948,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,74.0,53.0,61.0,69.0,65.0,73.0,75.0,70.0,73.0,OK,2021-10-09 17:22:01.268,-30.000000
949,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,76.0,53.0,62.0,70.0,72.0,76.0,71.0,67.0,72.0,OK,2021-10-09 17:22:02.389,-30.000000
950,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,77.0,54.0,62.0,70.0,69.0,77.0,71.0,69.0,70.0,OK,2021-10-09 17:22:03.426,-30.000000
951,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,78.0,54.0,61.0,70.0,65.0,78.0,71.0,69.0,70.0,OK,2021-10-09 17:22:04.459,-30.000000
952,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,77.0,53.0,62.0,69.0,70.0,77.0,71.0,72.0,70.0,OK,2021-10-09 17:22:05.492,-30.000000
953,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,53.0,62.0,69.0,73.0,77.0,73.0,72.0,69.0,OK,2021-10-09 17:22:06.531,-30.000000
954,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,53.0,62.0,69.0,73.0,77.0,73.0,72.0,69.0,OK,2021-10-09 17:22:07.254,-30.000000
955,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,77.0,53.0,63.0,70.0,70.0,77.0,74.0,73.0,69.0,OK,2021-10-09 17:22:07.569,-30.000000
956,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,79.0,53.0,62.0,70.0,66.0,79.0,75.0,74.0,69.0,OK,2021-10-09 17:22:08.613,-30.000000
957,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,78.0,53.0,63.0,70.0,70.0,78.0,74.0,69.0,69.0,OK,2021-10-09 17:22:09.660,-30.000000
958,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,76.0,54.0,63.0,69.0,70.0,76.0,76.0,69.0,69.0,OK,2021-10-09 17:22:10.707,-30.000000
959,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,53.0,63.0,71.0,64.0,74.0,71.0,69.0,69.0,OK,2021-10-09 17:22:11.758,-30.000000
960,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,73.0,53.0,62.0,70.0,71.0,73.0,70.0,69.0,69.0,OK,2021-10-09 17:22:12.820,-30.000000
961,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,53.0,62.0,70.0,73.0,72.0,70.0,74.0,70.0,OK,2021-10-09 17:22:13.868,-30.000000
962,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,74.0,53.0,62.0,69.0,65.0,73.0,69.0,74.0,67.0,OK,2021-10-09 17:22:14.922,-30.000000
963,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,74.0,52.0,62.0,69.0,63.0,74.0,72.0,69.0,73.0,OK,2021-10-09 17:22:15.986,-30.000000
964,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,75.0,53.0,63.0,69.0,71.0,75.0,74.0,67.0,73.0,OK,2021-10-09 17:22:17.048,-30.000000
965,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,78.0,53.0,62.0,69.0,64.0,78.0,71.0,69.0,75.0,OK,2021-10-09 17:22:18.151,-30.000000
966,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,52.0,62.0,70.0,72.0,73.0,71.0,74.0,69.0,OK,2021-10-09 17:22:19.268,-30.000000
967,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,64.0,62.0,70.0,70.0,73.0,73.0,74.0,69.0,OK,2021-10-09 17:22:20.316,-30.000000
968,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,75.0,54.0,62.0,69.0,65.0,73.0,75.0,74.0,70.0,OK,2021-10-09 17:22:21.352,-30.000000
969,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,75.0,63.0,62.0,69.0,67.0,73.0,75.0,69.0,69.0,OK,2021-10-09 17:22:22.390,-30.000000
970,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,74.0,52.0,63.0,69.0,72.0,72.0,74.0,68.0,69.0,OK,2021-10-09 17:22:23.429,-30.000000
971,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,73.0,61.0,61.0,70.0,70.0,72.0,71.0,68.0,69.0,OK,2021-10-09 17:22:24.472,-30.000000
972,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,73.0,53.0,63.0,69.0,64.0,73.0,71.0,70.0,69.0,OK,2021-10-09 17:22:25.519,-30.000000
973,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,72.0,62.0,62.0,69.0,71.0,72.0,70.0,72.0,71.0,OK,2021-10-09 17:22:26.568,-30.000000
974,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,75.0,54.0,62.0,69.0,73.0,75.0,71.0,74.0,66.0,OK,2021-10-09 17:22:27.616,-30.000000
975,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,76.0,63.0,63.0,70.0,64.0,76.0,72.0,74.0,73.0,OK,2021-10-09 17:22:28.673,-30.000000
976,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,77.0,53.0,63.0,69.0,64.0,77.0,73.0,70.0,72.0,OK,2021-10-09 17:22:29.717,-30.000000
977,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,76.0,63.0,63.0,69.0,72.0,76.0,74.0,68.0,72.0,OK,2021-10-09 17:22:30.773,-30.000000
978,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,76.0,53.0,62.0,70.0,67.0,76.0,76.0,68.0,72.0,OK,2021-10-09 17:22:31.837,-30.000000
979,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,78.0,63.0,61.0,71.0,67.0,78.0,70.0,66.0,75.0,OK,2021-10-09 17:22:32.898,-30.000000
980,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,73.0,52.0,62.0,70.0,72.0,73.0,71.0,72.0,70.0,OK,2021-10-09 17:22:33.968,-30.000000
981,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,55.0,63.0,71.0,66.0,73.0,72.0,69.0,69.0,OK,2021-10-09 17:22:35.052,-30.000000
982,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,75.0,53.0,62.0,69.0,70.0,74.0,75.0,69.0,70.0,OK,2021-10-09 17:22:36.163,-30.000000
983,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,76.0,54.0,62.0,70.0,69.0,76.0,71.0,73.0,72.0,OK,2021-10-09 17:22:37.274,-30.000000
984,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,53.0,62.0,69.0,64.0,77.0,71.0,72.0,72.0,OK,2021-10-09 17:22:38.309,-30.000000
985,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,53.0,61.0,70.0,70.0,77.0,71.0,73.0,72.0,OK,2021-10-09 17:22:39.349,-30.000000
986,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,52.0,63.0,70.0,73.0,77.0,70.0,75.0,72.0,OK,2021-10-09 17:22:40.387,-30.000000
987,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,54.0,62.0,70.0,69.0,77.0,72.0,70.0,73.0,OK,2021-10-09 17:22:41.425,-30.000000
988,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,79.0,53.0,61.0,70.0,64.0,79.0,74.0,68.0,73.0,OK,2021-10-09 17:22:42.468,-30.000000
989,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,78.0,54.0,62.0,70.0,68.0,78.0,75.0,69.0,74.0,OK,2021-10-09 17:22:43.526,-30.000000
990,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,76.0,53.0,63.0,69.0,70.0,73.0,76.0,71.0,73.0,OK,2021-10-09 17:22:44.584,-30.000000
991,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,74.0,54.0,62.0,69.0,64.0,74.0,71.0,74.0,70.0,OK,2021-10-09 17:22:45.637,-30.000000
992,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,73.0,54.0,62.0,69.0,68.0,73.0,71.0,73.0,69.0,OK,2021-10-09 17:22:46.690,-30.000000
993,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,75.0,54.0,62.0,70.0,73.0,74.0,71.0,75.0,69.0,OK,2021-10-09 17:22:47.744,-30.000000
994,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,73.0,53.0,62.0,70.0,69.0,73.0,71.0,72.0,69.0,OK,2021-10-09 17:22:48.785,-30.000000
995,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,74.0,53.0,62.0,71.0,66.0,74.0,74.0,69.0,69.0,OK,2021-10-09 17:22:49.834,-30.000000
996,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,75.0,53.0,63.0,70.0,72.0,75.0,74.0,69.0,69.0,OK,2021-10-09 17:22:50.898,-30.000000
997,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,76.0,54.0,63.0,70.0,71.0,76.0,76.0,67.0,70.0,OK,2021-10-09 17:22:51.963,-30.000000
998,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,76.0,52.0,62.0,70.0,65.0,77.0,70.0,72.0,73.0,OK,2021-10-09 17:22:53.038,-30.000000
999,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,53.0,63.0,69.0,74.0,73.0,73.0,69.0,74.0,OK,2021-10-09 17:22:54.164,-30.000000
1000,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,75.0,53.0,62.0,70.0,65.0,72.0,75.0,69.0,73.0,OK,2021-10-09 17:22:55.216,-30.000000
1001,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,54.0,62.0,70.0,65.0,73.0,74.0,69.0,74.0,OK,2021-10-09 17:22:56.254,-30.000000
1002,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,74.0,53.0,63.0,69.0,73.0,72.0,74.0,69.0,70.0,OK,2021-10-09 17:22:57.300,-30.000000
1003,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,76.0,54.0,63.0,70.0,70.0,73.0,76.0,66.0,70.0,OK,2021-10-09 17:22:58.331,-30.000000
1004,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,73.0,54.0,63.0,70.0,65.0,73.0,70.0,72.0,70.0,OK,2021-10-09 17:22:59.364,-30.000000
1005,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,73.0,52.0,62.0,70.0,64.0,72.0,71.0,73.0,70.0,OK,2021-10-09 17:23:00.414,-30.000000
1006,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,52.0,62.0,70.0,72.0,74.0,71.0,73.0,69.0,OK,2021-10-09 17:23:01.460,-30.000000
1007,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,54.0,63.0,70.0,70.0,71.0,71.0,74.0,69.0,OK,2021-10-09 17:23:02.507,-30.000000
1008,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,78.0,54.0,62.0,69.0,64.0,78.0,72.0,69.0,69.0,OK,2021-10-09 17:23:03.565,-30.000000
1009,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,53.0,63.0,69.0,71.0,77.0,75.0,69.0,70.0,OK,2021-10-09 17:23:04.619,-30.000000
1010,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,77.0,53.0,62.0,69.0,73.0,76.0,75.0,69.0,70.0,OK,2021-10-09 17:23:05.667,-30.000000
1011,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,54.0,63.0,70.0,65.0,77.0,76.0,73.0,67.0,OK,2021-10-09 17:23:06.721,-30.000000
1012,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,54.0,63.0,70.0,65.0,77.0,76.0,73.0,67.0,OK,2021-10-09 17:23:07.536,-30.000000
1013,CLOSE,DOWN,0.0,19.6,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,79.0,54.0,63.0,70.0,63.0,79.0,71.0,74.0,73.0,OK,2021-10-09 17:23:07.779,-30.000000
1014,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,54.0,63.0,69.0,72.0,74.0,71.0,74.0,72.0,OK,2021-10-09 17:23:08.839,-30.000000
1015,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,73.0,53.0,62.0,69.0,69.0,73.0,70.0,69.0,73.0,OK,2021-10-09 17:23:09.890,-30.000000
1016,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,73.0,53.0,63.0,69.0,64.0,73.0,68.0,69.0,73.0,OK,2021-10-09 17:23:10.961,-30.000000
1017,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,52.0,63.0,69.0,73.0,74.0,74.0,66.0,69.0,OK,2021-10-09 17:23:12.057,-30.000000
1018,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,75.0,53.0,63.0,70.0,66.0,72.0,75.0,74.0,70.0,OK,2021-10-09 17:23:13.099,-30.000000
1019,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,74.0,53.0,63.0,70.0,65.0,71.0,75.0,73.0,70.0,OK,2021-10-09 17:23:14.128,-30.000000
1020,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,73.0,54.0,63.0,69.0,72.0,73.0,71.0,72.0,69.0,OK,2021-10-09 17:23:15.163,-30.000000
1021,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,76.0,54.0,63.0,69.0,73.0,76.0,71.0,74.0,70.0,OK,2021-10-09 17:23:16.193,-30.000000
1022,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,77.0,53.0,63.0,70.0,69.0,77.0,71.0,70.0,69.0,OK,2021-10-09 17:23:17.237,-30.000000
1023,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,77.0,53.0,62.0,70.0,64.0,77.0,71.0,69.0,70.0,OK,2021-10-09 17:23:18.280,-30.000000
1024,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,77.0,54.0,62.0,70.0,68.0,78.0,73.0,68.0,70.0,OK,2021-10-09 17:23:19.326,-30.000000
1025,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,76.0,54.0,62.0,69.0,72.0,77.0,73.0,68.0,69.0,OK,2021-10-09 17:23:20.367,-30.000000
1026,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,78.0,53.0,63.0,70.0,64.0,78.0,75.0,66.0,70.0,OK,2021-10-09 17:23:21.423,-30.000000
1027,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,79.0,53.0,62.0,70.0,63.0,79.0,74.0,71.0,69.0,OK,2021-10-09 17:23:22.472,-30.000000
1028,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,78.0,54.0,63.0,69.0,72.0,78.0,75.0,74.0,72.0,OK,2021-10-09 17:23:23.524,-30.000000
1029,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,73.0,54.0,62.0,70.0,70.0,73.0,71.0,71.0,67.0,OK,2021-10-09 17:23:24.574,-30.000000
1030,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,73.0,54.0,63.0,70.0,64.0,73.0,71.0,69.0,74.0,OK,2021-10-09 17:23:25.630,-30.000000
1031,CLOSE,DOWN,0.0,19.4,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,73.0,53.0,62.0,70.0,72.0,72.0,73.0,68.0,72.0,OK,2021-10-09 17:23:26.706,-30.000000
1032,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,74.0,53.0,63.0,69.0,68.0,74.0,74.0,69.0,73.0,OK,2021-10-09 17:23:27.782,-30.000000
1033,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,77.0,53.0,63.0,69.0,70.0,77.0,74.0,72.0,69.0,OK,2021-10-09 17:23:28.895,-30.000000
1034,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,77.0,53.0,62.0,70.0,73.0,77.0,71.0,69.0,69.0,OK,2021-10-09 17:23:29.967,-30.000000
1035,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,78.0,53.0,62.0,70.0,65.0,78.0,71.0,69.0,69.0,OK,2021-10-09 17:23:31.006,-30.000000
1036,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,52.85,27.8,78.0,53.0,62.0,71.0,67.0,78.0,70.0,68.0,69.0,OK,2021-10-09 17:23:32.047,-30.000000
1037,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,50.85,27.8,73.0,53.0,63.0,69.0,69.0,73.0,70.0,69.0,69.0,OK,2021-10-09 17:23:33.086,-30.000000
1038,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,78.0,54.0,62.0,69.0,73.0,78.0,74.0,69.0,69.0,OK,2021-10-09 17:23:34.119,-30.000000
1039,CLOSE,DOWN,0.0,19.5,19.200000000000003,20.7,30.099999999999998,OFF,ERROR,0.0,0.0,42.85,42.85,51.85,27.8,74.0,52.0,62.0,70.0,65.0,74.0,74.0,73.0,69.0,OK,2021-10-09 17:23:35.162,-30.000000
